id,tanggal,kalimat,ket
NULL,2021-03-25,"Catatan Setahun Pembelajaran Daring yang Melelahkan: Peran Orang Tua Cegah Anak Kecanduan Youtube dan Drakor https://t.co/8W5oM7g4bu",1
NULL,2021-03-25,"#DPRD Banjarbaru Soroti Kualitas Pembelajaran Daring, Sekolah rusak hingga Virus Corona - Banjarmasin Post #Corona #Korona",1
NULL,2021-03-25,"Sistem pembelajaran secara daring di masa pandemi COVID-19 dikeluhkan sejumlah wali murid di Lampung Tengah.https://t.co/AO9KLJvTcN",1
NULL,2021-03-25,"Jadi baik pembelajaran daring maupun luring, keduanya tidak menunjukkan hasil yang optimal, PBM tidak menjangkau pencapaian pembelajaran. Sedikit bergeser, kita  mencoba mengamati secara pintas apa yang terjadi di luar kota Ambon,",1
NULL,2021-03-25,"ulangan harian, maupun ulangan mid dan akhir semester. Akhirnya, dapat di simpulkan bahwa pembelajaran daring juga menunjukkan feed back / hasil belajar yang kurang maksimal.",1
NULL,2021-03-25,"setelah sekitar 10 menit bahkan lebih untuk menunggu siswa siap bergabung secara virtual. Pembelajaran daring diha­rapkan adanya kejujuran dari siswa dalam menger­jakan tugas,",0
NULL,2021-03-25,"Perpustakaan Keliling Alternatif Saat Pembelajaran Daring https://t.co/lyRmrNXE7o #Daring #berita #nusabali #PerpustakaanKeliling  #Daring #pandemi",0
NULL,2021-03-25,"Pembelajaran Daring di Jember Jadi Beban Orang Tua https://t.co/7cEJP1t6FI",1
NULL,2021-03-25,"Ngirim tugas harian PPJ ❌Pas PTS ijin terlambat mengumpulkan hasil karena sinyalnya nggak stabil ✅Ini pembelajaran daring weh bukan lawakan 😎",1
NULL,2021-03-25,"PEMBELAJARAN DARING BAHASA SUNDA MATERI SAJAK https://t.co/Zb88B7Kn4z lewat @YouTube",0
NULL,2021-03-25,"Pembelajaran Jarak Jauh saat pandemi memang tidak mudah. Butuh banyak perjuangan dan pengorbanan.Tapi, akibatnya bisa bikin derting gak sih kalau sering belajar daring? Nah, ketahui jawabannya dari Kepala Sekolah Wensen School Indonesia, Delviana Sari, S.Pd. https://t.co/hidBZU0Bfp",1
NULL,2021-03-25,"@taeformylife @trendingtopiq iya, UT awalnya memulai sistem pembelajaran jarak jauh sebelum ada internet. sekarang makin keren karena sudah daring. UT kan pioneer sekolah daring. saat kampus2 lain gagap krn tuntutan kuliah daring, UT udh siap lahir batin",0
NULL,2021-03-25,"Pemanfaataan LMS Moodle untuk Pembelajaran Daring Kimia https://t.co/sRjbPXcDmo",0
NULL,2021-03-25,"Alhamdulillah...Kegiatan pembelajaran daring hr ini lancar. https://t.co/fAdggkNfXr",0
NULL,2021-03-24,"menurut gue penemuan terbesar pembelajaran daring adalah PPT yang ada suara dosennya. this is even better than recorded video of them explaining",0
NULL,2021-03-24,"Pandemi dan anak sekolah daring; anak2 lekat dgn TI, media sosial, games, menjauhkan dr baca buku/pengetahuan. Memang di dunia gadget segala pengetahuan/rujukan belajar ada, tp seberapa banyak anak2 manfaatkan itu utk media pembelajaran?",1
NULL,2021-03-24,"Berikut salah satu opini saya (puji syukur) dimuat oleh Clapeyron. https://t.co/S2hmya9F1b",0
NULL,2021-03-24,"@collegemenfess dalam proses pembelajaran yang biasanya dilakukan secara bertatap muka skrg dilakukan secara daring (jarak jauh), metode pembelajarannya hrs dilakukan sekreatif mungkin agar pembelajaran tidak membosankan, guru harus berinovasi untuk menciptakan lingkungan kelas yg mengasikan",0
NULL,2021-03-24,"Awalnya kaget. Terlebih pembelajaran masih daring, jd penguasaan bahasa baru pasti terhambat. Tapi disini seninya. Terlebih kelasnya siang-malem. Saat orang udah merem, kita masih berteman dengan buku, laptop, dan yandex transtale",1
NULL,2021-03-24,"Jadi malu sama mahasiswa2 UT yg udah nerapin pembelajaran daring sejak lama wkwk. Setelah dipikir2, bukan sistemnya yang kurang tepat, tapi emang kitanya aja yang malas🙂🙏 https://t.co/mbCEpN7IVi",1
NULL,2021-03-24,"Hermas menilai bahwa pembelajaran jarak jauh (PJJ) atau secara daring selama ini mendepresiasi kompetensi siswa. Dia pun mencontohkan, bahwa tidak sedikit siswa yang belajar online merekayasa kehadiran.",1
NULL,2021-03-24,"Walikota mengecek proses pembelajaran mulai dari protokol kesehatan saat siswa datang, kelengkapan sarana prokes, dan proses pembelajaran daring siswa yang di rumah.#PDIPerjuangan #SolidBergerak https://t.co/KRMXBJINVv",0
NULL,2021-03-24,"dengan bersama menelaah dan mengalkulasi secara menyeluruh tantangan masa depan. Bersembunyi pada kesulitan dan kelemahan praktik pembelajaran daring untuk menolak digitalisasi pendidikan, misalnya,",1
NULL,2021-03-24,"Dalam konteks digitalisasi pendidikan, pembelajaran jarak jauh/daring yang dilakukan banyak lembaga pendidikan–terutama di masa pandemi–lebih merupakan upaya emergency remote teaching,",0
NULL,2021-03-24,"Namun, keluwesan dan penerimaan untuk perubahan ialah modal yang diperlukan dalam proses digitalisasi pendidikan. Pembelajaran daring yang berkualitas hanya merupakan salah satu dari sekian banyak aspek digitalisasi pendidikan.",1
NULL,2021-03-24,"masa pandemi yang dilakukan beberapa lembaga terkemuka terhadap murid, guru, dan orangtua, respons mayoritas menyatakan pembelajaran daring ialah masalah, menyulitkan, dan mahal (lihat hasil survei KPAI: 2020; SMRC: 2020 atau Arus Survei Indonesia: 2020).",1
NULL,2021-03-24,"Salah satunya terkait dengan proses pembelajaran di sekolah/lembaga pendidikan yang harus beranjak dari tatap muka/luring menjadi daring. Dari beberapa survei terkait dengan pembelajaran daring selama",0
NULL,2021-03-24,"Siswa penyandang disabilitas di Sekolah Luar Biasa Kabupaten Temanggung, Jawa Tengah mengalami hambatan Pembelajaran Jarak Jauh selama masa pandemi Covid-19. Keterbatasan yang mereka miliki tidak memungkinkan untuk mengikuti pembelajaran secara daring https://t.co/N4E1Azx2rt https://t.co/miPGmasJmy",1
NULL,2021-03-24," Oh maaf aku angkatan 17 ga ngalamin pembelajaran daring Also me: ngalaminnya kulon ya mba? Kuliah online? *confused",1
NULL,2021-03-24,"@trendingtopiq @appanisme Iya mas, good point. Bahkan menurut artikel yang sama, kualitas pembelajaran daring UT selama pandemi tetep terjaga dibanding banyak kampus lain karena mereka udah terbiasa PJJ sejak 1984, dan daring sejak tahun 2000an. Jadi memang bisa jadi alternatif buat masyarakat",0
NULL,2021-03-24,"Perubahan zaman serba digital banyak #parents yang kuatir penggunaan screen time pada anak &amp; bertanya berapa lama waktu ideal? Aduh susah batasi anak #screentime, apalagi selama pembelajaran daring😓Gimana cara menyikapinya? Yuk baca  👇https://t.co/FLpNcOzJsq #parenting",1
NULL,2021-03-24,"@trendingtopiq Hi, mohon maaf &amp; terimakasih sudah mengingatkanKami ingin memberikan sedikit info, kalau menurut riset 2020, inisiatif dari dosen &amp; mahasiswa di Indonesia untuk melakukan pembelajaran daring itu masih kecil, padahal UT sendiri sudah ada dari tahun 1984https://t.co/yTVWngxDvZ https://t.co/HeLFxBlXaJ",1
NULL,2021-03-24,"Pembelajaran daring sekolah dimulai sejak negri ini di landa wabah virus covid 19,namun byk sekolah SMA,SMK negeri tetap mewajibkan siswa utk membayar iuran bulanan/spp atau apalah namanya itu,padahal kang Emil selaku gubernur jabar sdh memberitahukan bhwa itu gratis@ridwankamil",1
NULL,2021-03-24,"Lagi ngobrol pembelajaran daring sm pak dosen, ini sekarang kamu sudah di Yogja belom Mal? Atau masih di Manokwari kamu?  ... ha?  Hallo, Mal? Sudah di jogja dirimu?  Woh iya pak sudah ini. saya sudah di Jogja. 🤣🤣🤣",1
NULL,2021-03-24,"Pengarahan Penyelenggaraan Self Learning (Pembelajaran Mandiri) Calon Peserta Pelatihan Dasar Calon Pegawai Negeri Sipil Gol. III dan II Tahun 2021 yang di laksanakan oleh PPSDM Kementerian ATR/BPN secara daring. https://t.co/NEUj6gDiNm",0
NULL,2021-03-24,"Selama pandemi sivitas akademik khususnya pelajar disibukkan dg rutinitas di rumah. Meskipun pembelajaran daring cuma 2-3 jam. Saatnya PTM tapi tetap protkes ya.https://t.co/KK4cYN8DE3@Muhzen15 @cakimiNOW @yusuf_ch @_sarifabdillah @FPKBJateng @FPKB_DPRDPati @gemasabajateng",0
NULL,2021-03-24,"@adimassiti Hanyang Cyber University itu universitas siber terbaik dan satu2nya yg dapat izin pemerintah buka program S2. Kupernah make KMOOC bikinan pemerintah jg ok.  Di Indonesia 2020 sudah meluncurkan universitas perkuliahan daring, Universitas Siber Asia.  https://t.co/r4Bv3ZiJ6T",0
NULL,2021-03-24,"MY BEST, APLIKASI PEMBELAJARAN GA PAKE RIBETdengan memanfaatkan teknologi digital proses belajar mengajar tetap bisa dilaksanakan walau secara daring/online.UBSI meluncurkan My Best yang dapat digunakan hanya dalam satu genggaman. https://t.co/visMh7qfW9",0
NULL,2021-03-24,"Kebutuhan belajar tatap muka di sekolah karena pembelajaran daring yang dinilai tak efektif menjadi salah satu pertimbangan Pemerintah Kota Bekasi membuka sekolah di tingkat SD dan SMP. #Dikbud #adadiKompas https://t.co/qrBP20osC7",1
NULL,2021-03-24,"Kampus-kampus yang melakukan pembelajaran daring karena pandemi tapi nggak memotong biaya UKT harusnya bisa belajar dari UT. https://t.co/2H6ihlxKCy",1
NULL,2021-03-24,"@ShopBargain Bener banget ini. Pemerintah gagal mengendalikan pandemi, institusi pendidikan ga kreatif dan inovatif dlm menjalankan pendidikan daring sehingga orang tua menyerah karena pembelajaran daring hanya menggeser peran guru ke orang tua 😭",1
NULL,2021-03-24,"Dosen statistika ku baik banget masa ada anak yang ngumpulin tugas cuma nulis ulang soal di bilang  gapapa saya maklumi dan apresiasi, berati masih ada usaha buat berproses. emang pembelajaran daring gini kan susah, mungkin kalian ga nyaman dan kesulitan  nangis banget T.T",1
NULL,2021-03-24,"Helmizar : Bantuan Kuota Internet Bagi Pembelajaran Daring Harus Tepat Sasaran https://t.co/2xeiD02cxo",0
NULL,2021-03-24,"@collegemenfess berdampak sih, dia jadi sering galau kadang sampe nangis bilang kangen sekolah kangen bermain sama teman. Udah bosen sekolah daring. Untungnya, adek saya ada guru pendamping jadi bisa cope up dengan materi pembelajaran 1:1 dibantu shadow teachernya itu seusai kelas.",1
NULL,2021-03-24,"@GATRA_com baik sekali, setuju sekalisemoga daerah-daerah lain segera menirukarena pembelajaran daring hasilnya sangat kurang maksimalanak-anak di rumah juga bermain dg teman-temannya sebayanyayang penting tetap dg protokol kesehatan...",1
NULL,2021-03-24,"@collegemenfess Buat anak berkebutuhan khusus (syndrome autism &amp; ADHD) sistem pembelajaran daring sangat amat tidak efektif. Guru jelasin apa, ya dia mah lari-lari aja ga bisa fokus sama zoom. Minimnya interaksi dengan teman sebaya juga untuk anak kelas 5 SD dengan kondisi demikian juga ---",1
NULL,2021-03-23,"Terima Vaksin, Guru di Rembang: Pembelajaran Daring Sulit https://t.co/Hcv5RbvKWt",1
NULL,2021-03-23,"@subtanyarl sedih banget sih, dari ranking 2 ke ranking 13. gara-garanya gak cocok sama pembelajaran daring. susah banget pahamnya. tapi syukur semester kemarin bisa ningkatin lagi, meskipun cuma ranking 9.",1
NULL,2021-03-23,"sebenernya pembelajaran daring terus tugas terus gitu tu esensinya dapet ngga si",1
NULL,2021-03-23,"#SobatBA, tak terasa telah genap setahun sejak kemunculan pandemi Covid-19 di Indonesia. Sudah setahun pula pembelajaran dilaksanakan secara daring. Namun, dikhawatirkan akan terjadi lost generation akibat pembelajaran jarak jauh berkelanjutan.https://t.co/pCprwLoPyN",1
NULL,2021-03-23,"@subtanyarl Sama aja kok. Krn kalo tatap muka lgsg pembelajaran karakter bisa diterapin, sedangkan kalo virtual didenger aja uda syukur banget nder. Apalagi klo beneran diterapin mskpun daring",0
NULL,2021-03-23,"Assalamu’alaikumSaya Zubara Hadis mhsiswi Statistika FMIPA USK sdg mlkukn penelitian utk keperluan tgs akhir (SKRIPSI) terkait sistem pembelajaran daring di USK. Mohon bantuan tmn2 mahasiswa aktif USK utk dpt mengisi kuesioner dibwh ini.https://t.co/iCyCx0zXdq@univ_syiahkuala",0
NULL,2021-03-23,"Bantuan kuota internet Kemendikbud terdiri dari kuota umum dan belajar. Kuota umum untuk mengakses seluruh situs dan aplikasi. Sedangkan kuota khusus untuk mengakses sarana daring pembelajaran.",0
NULL,2021-03-23,"Adanya bantuan kuota kemendikbud ini pastinya akan membuat Pembelajaran Jarak Jauh (PJJ) yang masih berlaku jadi lebih asyik. Enggak seru dong kalau lagi PJJ daring tiba-tiba koneksi putus kehabisan kuota.",0
NULL,2021-03-23,"GUBERNUR DKI Jakarta, Anies Baswedan mengizinkan aktivitas perkuliahan dilakukan secara tatap muka atau luring. Untuk pembelajaran level SD hingga SMA/SMK masih daring.  https://t.co/sVrnaJkD3B",0
NULL,2021-03-23,"🤯DaringPembelajaran Jarak Jauh, membuat banyak orang tua mengeluarkan asap dari kepalanya.Lia Nurmalia_guru_Jakarta#fiksimini@aksarapedia.ID",1
NULL,2021-03-23,"Namun dari peralihan pola pembelajaran tersebut apakah keefektifan yang dirasakan sama?Yuk simak Episode 3 kali ini  Sudahkah Efektif Pembelajaran Daring?   Bareng Narasumber keren kita @ilham.akbar29",1
NULL,2021-03-23,"pembelajaran daring ujiannya luring",0
NULL,2021-03-23," CIRTIM - Efek dari pembelajaran di rumah selama pandemi Covid-19 yang sudah berlangsung satu tahun lebih adalah jumlah siswa yang tidak https://t.co/VFLgoKIgzZ ",1
NULL,2021-03-23,"pengaksesan layanan kesehatan serta dilakukannya pembelajaran jarak jauh dan banyak kegiatan yang dilakukan secara daring#IDEKatadata2021",0
NULL,2021-03-23,"Keputusan pembelajaran tatap muka terbatas pada tahun akademik 2021/2022 masih menunggu perkembangan pandemi Covid-19 dan arahan pemerintah pusat-daerah. #Dikbud #adadiKompas https://t.co/OnwZy1FCSP",0
NULL,2021-03-23,"SDG Academy Indonesia menjadi sarana penguatan penglibatan banyak lagi pemangku kepentingan untuk saling belajar, berkontribusi dan menginspirasi pelaksanaan SDGs melalui contoh-contoh konkrit dan inovatif untuk menjawab berbagai tantangan pembangunan https://t.co/YlBYXKFvt3",0
NULL,2021-03-23,"Pemenuhan kebutuhan primer, mengakses layanan kesehatan dan melakukan pembelajaran jarak jauh dan kegiatan daring lainnya mengalami pertumbuhan pesat selama pandemi.#IDEKatadata2021",0
NULL,2021-03-23,"Wakil Wali Kota Bandung Yana Mulyana menduga ada beberapa anak yang tidak didampingi oleh orang tuanya saat menghadiri pembelajaran secara daring melalui gawai. https://t.co/sy9aJDknIF",0
NULL,2021-03-23,"Pembelajaran secara daring yang dilakukan dari rumah memiliki tantangan bagi anak-anak dan orang tua dalam mengawasi pembelajaran dirumah.Pembelajaran yang dilakukan dengan menggunakan perangkat teknologi seperti smartphone atau laptop serta jaringan internet membuat orang tua-- https://t.co/FVb3KC2ntY",1
NULL,2021-03-23,"Adaptasi online dalam pembelajaran harus cepat tapi di sisi lain kompetensi, sistem, dan teknisnya belum siap. #userstory https://t.co/pcUjZiOOQ2",1
NULL,2021-03-23,"Belajar Daring tak hanya sekadar persoalan signal dan kuota, tetapi kini justru menambah penderitaan siswa. Guru harus kreatif dan inovatif dalam mensiati pembelajaran.Apa yang harus dilakukan  seorang guru kreatif dan inovatif?https://t.co/KLKIi4bJ19",1
NULL,2021-03-22,"Babinsa Kopda Sufirman menerangkan bahwa, sampai saat ini pembelajaran tatap muka masih dengan sistem bergantian, jadi para pelajar mendapatkan tugas sekolah masih melalui sistem daring.Saya mendatangkan anak-anak di rumah, rumah belajar internet gratis memberi materi pelajaran. https://t.co/2YtTWWKSgc",0
NULL,2021-03-22,"Kota Surakarta masih belum bisa mengadakan kegiatan pembelajaran tatap muka pada April mendatang, mengingat kota asal presiden Jokowi tersebut masih berstatus sebagai zona oranye Covid-19 jadi masih melakukan pembelajaran jarak jauh melalui daring atau online",1
NULL,2021-03-22,"@Jnkfff Utk keperluan kuliah tentunya sy ingin membeli laptop&amp;buku buat menunjang pembelajaran sy krn laptop saya agak berat manalagi sistem daring.  Terakhir, motor soalnya skrg sering naik angkot ke kampus yang PP ( hampir 2 jam ) mana kudu jalan dulu 15 menit buat ke jln raya 😭.",1
NULL,2021-03-22,"Hpku jadi lola begini ihh apa karena setahun pembelajaran daring yah? Ayo tanggung jawab loh, Min @nadiemmakarim :))",1
NULL,2021-03-22,"Pembelajaran jarak jauh melalui daring di Kabupaten Cirebon, Jawa Barat, disebut tidak optimal. #Nusantara #adadikompas https://t.co/GQTKyhcwxu",1
NULL,2021-03-22,"Untuk mahasiswa dari luar daerah, Aji meminta kampus menerapkan sistem blended learning, yakni memadukan antara pembelajaran luring dan daring. https://t.co/5s6e3rICUP",0
NULL,2021-03-22,"Dari info yang saya lihat di instagram Kemendikbud, ada beberapa penjelasan:✅Nilainya bervariasi sesuai karakteristik daerah.✅Penggunaannya fleksibel, bisa untuk persiapan pembelajaran tatap muka.✅Pelaporannya dilakukan secara daring.",0
NULL,2021-03-22,"Dana BOS 2021 bisa digunakan untuk apa saja sih?Mulai tahun ini, berhubung masih pandemi dan mulai persiapan pembelajaran tatap muka, jadi sekolah diberikan kebebasan menggunakan Dana BOS untuk persiapan tsb. Pelaporan Dana BOS dilakukan rutin secara daring https://t.co/ns3RngIBxK",0
NULL,2021-03-22,"kenapa pembelajaran intensif ksn nya ngambil waktu daring si, kan jadinya harus dispen lagi. materi ketinggalan, tugas nganggur, yatuhan😭",1
NULL,2021-03-22,"Tapi ya disesuaikan dan tau batasan. Hampir semua siswa mengeluh karena tugas di pembelajaran daring ini, huftt. Masing-masing siswa juga belum tentu nyaman dengan suasana rumah mereka 🙂🤲🏻 Maka dari itu, dimohon dengan sangat toleransi dalam pemberian tugas https://t.co/OKP3iiOym8",1
NULL,2021-03-22,"Hari Ini, Gianyar Buka  Pembelajaran Tatap Muka 50 Persen https://t.co/XbuZhGrJiB #berita #nusabali #Daring #Pandemi #COVID19 #DisdikporaGianyar",0
NULL,2021-03-22,"@zomet13 @EdiMahaMG Ya Allah selalu ada hal begini..aank tak berdosa dan tak mampu yg pasti jdi korban sistem pembelajaran daring ini😭😭Daaann didaerah lain msih banyak Adit2 yg lain.",1
NULL,2021-03-22,"@tanyainrl Banyak temenku juga ngomong gini, dahlah mo nikah aja  pusing ngerjain tugas kayaknya nikah aja enak deh Ya walopun konteksnya candaan, pada intinya banyak yg mengeluhkan pembelajaran daring :(",1
NULL,2021-03-22,"Setahun Covid-19, Pembelajaran Daring di Kulon Progo Masih Terkendala Minimnya Fasilitas Internet https://t.co/WdRrPX47wK",1
NULL,2021-03-22,"Saat pandemi belum lumpuh juga, kehidupan seakan mati, betahkah masyarakat berdiam diri?Setelah surat keputusan yang dikeluarkan oleh Menteri Pendidikan Indonesia, Nadiem Makarim tentang pembelajaran secara daring pada Maret tahun lalu. https://t.co/PRbWIDuKva",1
NULL,2021-03-22,"Assallamuallaikum, selamat pagi anak2 hari ini pembelajaran DARING jam ke 6 - 7 ya, karena situasi ruangan perpustakaan masih ada pembenahan maka 1. Silahkan absensi di google form b.Rinda2. Kerjakan LKS hal 38 (A) dan hal 41 (A)Selesai kumpulkan di meja b.Rinda",0
NULL,2021-03-22,"@schfess ditiadakannya pelajaran agama di indonesia, keefektifan hand sanitizer untuk mencegah covid, pembelajaran daring",1
NULL,2021-03-22,"no pembelajaran daring for one week... sebuah kesempatan untuk nuntasin list film",1
NULL,2021-03-21,"@tanyainrl Efek domino dari pembelajaran daring ya. Make sense si mas menteri.",1
NULL,2021-03-21,"JokitugasEssay IndonesiaManfaat Pembelajaran Daring✔#testijualanveni https://t.co/yGaOHdUtS8",0
NULL,2021-03-21,"Anehnya sejak pembelajaran daring di mulai awal tahun kemarin, jerawat otomatis naik drastis, lebih parah dari sebelumnya. Kata seseorang karna terlalu banyak berfikir, mungkin iya? Karna memang isi kepalaku di peras abis-abisan buat memahami teori/materi yg tanpa praktik ini.",1
NULL,2021-03-21,"@harutoic pembelajaran jarak jauh alias daring anjir...",1
NULL,2021-03-21,"@XiaomiIndonesia @atytse Saya berharap misalnya saya mendapat giveaway ini saya akan menggunakan fitur-fitur sebaik mungkin dan akan terus menggunakan produk Xiaomi lainnya. Saya berharap akan mendapat hadiah ini, agar mempermudah pembelajaran daring saya. #MovieMagic dan #Mi11@PotatoStik @Mint_choco",0
NULL,2021-03-21,"@tanyainrl Bener sih, pembelajaran daring di daerah banyak yg gak efektif. Banyak yg cuma dikasih soal² dan tugas sama gurunya. Alhamdulillah kalau ortu paham pelajaran anaknya bisa ngedampingin, kalau engga ya wassalam yg penting ngumpulin tugas, tanpa paham materi atau salah benerny..",1
NULL,2021-03-21,"@mann_dmnk @ucesheather @tanyainrl Sebenernya kalo mikirnya kayak gitu ya bisa2 aja, tapi beberapa kasus pernikahan dini akhir2 ini salah satu penyebabnya emang karna adanya sistem daring, pembelajaran yang sulit dipahami daripada luring, jadi alasan  lebih baik nikah daripada sekolah ",1
NULL,2021-03-21,"#UMYogya #Milad40UMY #UMYMenulishttps://t.co/XA4cwmzMmZ @UMYogya",0
NULL,2021-03-21,"@tanyainrl Sama efek radiasi hp sama laptop itu juga ngga main main kalau nggak diimbangi makanan bervitamin A. Apalagi yang maaf kurang mampu buat beli hp buat daring yang mengandalkan pembelajaran tatap muka",1
NULL,2021-03-21,"Kok banyak yg bikin twt pengen take down apk yg dipake buat sekolah/kuliah daring ya ? Itukan ngebantu jalannya pembelajaran. Ngeluh belajar online ga jadi pinter, tapi lo nya juga males ya gimana mo pinter ? Mau nilai bagus tapi gamau usaha. Ini makin banyak aja orang2 aneh.",1
NULL,2021-03-21,"@ggeeess @dozenxs @ynwendaaa dikira kami para guru nggak sinting jg apa gara2 pembelajaran daring? nggak kamu doang dek",1
NULL,2021-03-21,"Mereka aware akan depresi yang kita alami selama masa pembelajaran daring. Tapi mungkin mereka gatau caranya how to support their children karena semua ini baru juga bagi mereka. So, FUCK PANDEMIC.",1
NULL,2021-03-21,"@mbahndi Ada beberapa sekolah di tempat kami yang sudah melakukan pembelajaran tatap muka Dok.Bahkan di sekolah anak-anak kami pun sudah tatap muka, tapi saya masih memilih opsi daring.",0
NULL,2021-03-20,"Semalem mimpi aneh bangetJadi mahasiswa s1 ITBTapi karena sekarang pembelajaran semua daringAbsensi, kuliah, tugas semua onlineDAN KARENA AKU BOOMER AKU TU GAK TAU🤣tiba2 masuk UTS dikasih tahu temen kenapa kok aku gak pernah munculAku kaya hah heh hah heh",1
NULL,2021-03-20,"Hasil pembelajaran daringMenggambar dengan komputer#jehan2b#min1kotamadiun https://t.co/NrM9yt5whr",0
NULL,2021-03-20,"Prinsip-Prinsip Desain Pembelajaran Jarak Jauh Daring. #distancelearning #onlinelearning https://t.co/sWpaBY2qPk",0
NULL,2021-03-20,"UGM Tetap Gelar Pembelajaran Daring, Sampai Kapan? https://t.co/2fffANF2eh https://t.co/qGAMzijuTk",0
NULL,2021-03-20,"Pembelajaran Ahlak...Yang nggak didapatkan anak-anak di masa sekolah daring https://t.co/IkjKWqEWLH",0
NULL,2021-03-20,"@rizqy_fawzy Sedangkan kalau sekolah bisa ditunda untuk dibuka, karena sekolah sudah ada metode pembelajaran secara daring yang tidak memerlukan para siswa/i untuk bertatap muka. Yang bisa meredakan rate penularan Covid, sekolah baru akan dibuka jika pandemi Covid sudah mereda",0
NULL,2021-03-20,"Materi Pembelajaran Daring Kosakata Isyarat W #SIBI(Sistim Isyarat Bahas... https://t.co/6vBTFPAjcd lewat @YouTube",1
NULL,2021-03-20,"Pembelajaran Daring Keterampilan Untuk Anak Tunarungu | KOLASE #kolase https://t.co/6DFaMv8ZcL lewat @YouTube",0
NULL,2021-03-20,"Walau pandemic belum berakhir dan pembelajaran daring masih tetap berjalan, Alhamdulillah SIT Ibnu Hajar terus berkarya dengan memberikan kegiatan edukasi yang menarik dan kreatif. https://t.co/bPFIFy8v9I",0
NULL,2021-03-20,"Program Belajar dari Rumah TVRI dapat menjadi alternatif pembelajaran daring bagi anak selama di rumah saja, Bunda. Simak yuk jadwal belajar untuk hari ini. https://t.co/PAzrv7VVuB",0
NULL,2021-03-20,"Banjarnegara (20/3)Pengurus FORPIS Banjarnegara ikuti pembelajaran daring dg Materi HPI yg dilaksanakan oleh @PMIJawaTengah PMI selalu hadir untuk Masyarakat melayani dengan setulus hati @palangmerah @bna_dinkominfo @andrikomplong @BPBD_BNA @Banjarnegara__ @update_BARA https://t.co/RoWoPbXm7o",0
NULL,2021-03-20,"Tak heran kalau saat ini Hampir semua di bodohkanBerawal dgn pembelajaran Daring atau onlineBerapa persen materi yg terserapSudah 1 tahun brow.. Adalagi sidang onlineKekonyolan apa lagi yg akan ditunjukan..?? Meski berlindung dibalik Undang2Embohlah..Semua pada Gila kali",1
NULL,2021-03-20,"Dosen &amp; mahasiswa yg kreatif biar tak penat dlm pembelajaran daring 👍👍❤️🤣 https://t.co/CJwNj5haMg",0
NULL,2021-03-20,"@schfess Coba diskusiin sm ortu kamu butuh les deh kayaknya kalo kurang cocok sm pembelajaran daring. CmiiwSemangatt nder",0
NULL,2021-03-20,"bukaannya pokus daring malah marah  di tuiter duh aku,makanya ga paham  pembelajaran😔💔",1
NULL,2021-03-20,"Selain Kurang Efektif, Pembelajaran Daring Dikhawatirkan Menimbulkan Lost Generation https://t.co/LMQj3MGJRF",1
NULL,2021-03-19,"Sekarang anak anak umum kecanduan HP , setiap saat pegang HP dengan alasan Pembelajaran Daring , sementara orang tua tidak bisa mengontrok setiap detik @ridwankamil @aniesbaswedan @ganjarpranowo @KhofifahIP @jokowi ambil langkah langkah atasi masalah ini https://t.co/kd8sETat7W",1
NULL,2021-03-19,"sch! Guys ada kelakuan lucu kayak gini juga gak saat pembelajaran daring? “woi bangunnn” tapi komentarnya dimatiin, dikira muridnya belum pada bangun😭 https://t.co/nFYGAxKQ2k",1
NULL,2021-03-19,"@schfess SMA swasta. - guru gurunya sebagian besar peduli sama muridnya. - tugasnya banyak.- gurunya kurang kritis dalam ngasih materi. Mungkin karena pembelajaran daring kali ya, jadi aku kurang kenal sama mereka.SMA swasta juga beda beda nder.",1
NULL,2021-03-19,"Kalo dipikir-pikir dosen juga pastinya pusing dan putar otak bagaimana transfer materi tetap dapat berlangsung selama pembelajaran daring. LO di kontrak kuliah itu harapannya gak cuma “tulisan” doang. https://t.co/H3wLpd6Ni3",0
NULL,2021-03-19,"Banyak petir! Pembelajaran diundur yaa...Ohh gitu ya enaknya dosen di zaman daring ples musim ujan guludug tuh heuheu_-",1
NULL,2021-03-19,"Daring emang banyak pembelajaran Tapi ini kebanyakan buk🙏",1
NULL,2021-03-19,"Legislator PKS: Pelaksanaan Pembelajaran Hybrid Harus Disiapkan Cermat. “Campuran pembelajaran tatap muka dan daring yang kita dengar sebagai pembelajaran hybrid ini harus disiapkan dengan sangat matang  ~ Aleg FPKS @lediahanifa https://t.co/TjLqPbRHlR",0
NULL,2021-03-19,"@sunflowrist Pengaruh pembelajaran daring di masa pandemi terhadap kemampuan kognitif siswa kelas... di SD....... Tahun ajaran.....",0
NULL,2021-03-19,"Sudah setahun lebih saya belajar dari rumah. Memahami setiap materi secara daring bukanlah hal yang mudah, namun melalui pembelajaran daring ini ada pula kemudahan bagi para siswa untuk mencari jawaban dari media daring. Seringkali banyak siswa yang belum sepenuhnya paham tentang",1
NULL,2021-03-19,"@undipmenfess disitu tertulisnya hybrid dan daring, jadi ga full offline.trus juga ini suratnya untuk para dekan, urusan pembelajaran smt genap ini diserahkan ke tiap fakultas, yg artinya ntar tiap fakultas bakal beda ",0
NULL,2021-03-19,"Aplikasi Jamboard untuk Pembelajaran Vocabulary Daring Sinkron Siswa Kelas X SMA https://t.co/Ax7hxmkihw",0
